,Team,Date,PTS,Opp,FG,FGA,2PA,3P,3PA,Opponent_Points
2370,POR,2022-11-19,113,UTA,39,83,41,13,42,118
2371,ORL,2022-11-19,113,IND,39,91,49,16,42,114
2372,CHO,2022-11-16,113,IND,43,94,61,12,33,125
2373,MIL,2022-11-16,113,CLE,41,86,47,16,39,98
2374,NOP,2022-11-15,113,MEM,43,91,53,18,38,102
2375,MIA,2022-11-14,113,PHO,38,83,50,15,33,112
2376,TOR,2022-11-11,113,OKC,38,88,58,11,30,132
2377,WAS,2022-11-10,113,DAL,41,84,54,12,30,105
2378,SAC,2022-11-07,113,GSW,37,91,51,14,40,116
2379,TOR,2022-11-06,113,CHI,44,103,66,10,37,104
2380,LAC,2022-11-04,113,SAS,42,80,47,15,33,106
2381,BOS,2022-11-02,113,CLE,38,93,52,11,41,114
2382,MIA,2022-10-29,113,SAC,38,89,61,11,28,119
2383,GSW,2022-10-29,113,CHO,44,100,56,13,44,120
2384,ORL,2022-10-28,113,CHO,42,85,48,10,37,93
2385,DET,2022-10-26,113,ATL,42,91,59,14,32,118
2386,NOP,2022-10-25,113,DAL,44,76,49,12,27,111
2387,POR,2022-10-21,113,PHO,36,82,53,10,29,111
2388,DET,2022-10-19,113,ORL,40,94,56,14,38,109
2389,MIA,2022-04-08,113,ATL,40,72,46,11,26,109
2390,DET,2022-04-06,113,DAL,35,82,52,11,30,131
2391,LAC,2022-04-06,113,PHO,33,75,41,12,34,109
2392,SAS,2022-04-03,113,POR,38,84,42,14,42,92
2393,DEN,2022-03-28,113,CHO,40,86,53,12,33,109
2394,DEN,2022-03-26,113,OKC,41,85,54,8,31,107
2395,CHI,2022-03-21,113,TOR,44,90,62,11,28,99
2396,PHI,2022-03-21,113,MIA,43,86,49,15,37,106
2397,CLE,2022-03-19,113,DET,45,88,62,10,26,109
2398,DAL,2022-03-16,113,BRK,41,83,49,12,34,111
2399,POR,2022-03-14,113,ATL,44,88,64,10,24,122
2400,MIN,2022-03-12,113,MIA,35,83,41,15,42,104
2401,DAL,2022-03-11,113,HOU,40,88,52,11,36,100
2402,GSW,2022-03-10,113,DEN,42,88,46,14,42,102
2403,DET,2022-03-07,113,ATL,43,93,60,12,33,110
2404,SAC,2022-03-05,113,DAL,46,94,69,9,25,114
2405,GSW,2022-03-03,113,DAL,44,81,51,15,30,122
2406,MIA,2022-03-03,113,BRK,40,77,47,10,30,107
2407,DET,2022-03-01,113,WAS,43,90,63,8,27,116
2408,LAC,2022-03-01,113,HOU,42,96,65,13,31,100
2409,BOS,2022-02-26,113,DET,42,88,62,10,26,104
2410,IND,2022-02-16,113,WAS,45,83,63,4,20,108
2411,IND,2022-02-11,113,CLE,42,89,51,18,38,120
2412,WAS,2022-02-10,113,BRK,43,85,54,11,31,112
2413,ORL,2022-02-08,113,POR,44,90,52,19,38,95
2414,UTA,2022-02-07,113,NYK,39,93,45,12,48,104
2415,LAC,2022-02-06,113,MIL,40,96,50,18,46,137
2416,SAC,2022-02-05,113,OKC,43,83,51,12,32,103
2417,NOP,2022-02-04,113,DEN,42,75,50,8,25,105
2418,BOS,2022-02-02,113,CHO,42,82,46,14,36,107
2419,IND,2022-01-28,113,OKC,41,95,56,13,39,110
2420,CHO,2022-01-25,113,TOR,40,82,51,10,31,125
2421,IND,2022-01-24,113,NOP,38,87,41,19,46,117
2422,MIA,2022-01-23,113,LAL,40,81,48,15,33,107
2423,ATL,2022-01-23,113,CHO,40,88,49,15,39,91
2424,PHO,2022-01-22,113,IND,47,96,71,7,25,103
2425,NOP,2022-01-13,113,LAC,43,97,58,14,39,89
2426,DAL,2022-01-09,113,CHI,44,88,52,16,36,99
2427,UTA,2022-01-08,113,IND,40,84,49,15,35,125
2428,HOU,2022-01-03,113,PHI,37,89,45,15,44,133
2429,MIA,2022-01-02,113,SAC,46,105,72,9,33,115
2430,NOP,2022-01-01,113,MIL,39,95,44,16,51,136
2431,PHO,2021-12-27,113,MEM,41,90,59,11,31,114
2432,CHI,2021-12-26,113,IND,43,76,53,11,23,105
2433,BOS,2021-12-25,113,MIL,38,89,44,17,45,117
2434,GSW,2021-12-23,113,MEM,40,82,42,19,40,104
2435,PHO,2021-12-23,113,OKC,45,93,54,15,39,101
2436,GSW,2021-12-20,113,SAC,46,88,51,15,37,98
2437,DET,2021-12-16,113,IND,40,81,56,7,25,122
2438,MEM,2021-12-15,113,POR,39,82,50,11,32,103
2439,NOP,2021-12-15,113,OKC,39,80,52,11,28,110
2440,DEN,2021-12-13,113,WAS,37,79,47,10,32,107
2441,MEM,2021-12-11,113,HOU,40,80,51,11,29,106
2442,BRK,2021-12-10,113,ATL,46,93,70,6,23,105
2443,MIA,2021-12-08,113,MIL,40,77,30,22,47,104
2444,DEN,2021-12-04,113,NYK,44,84,41,20,43,99
2445,MIA,2021-12-03,113,IND,43,81,47,16,34,104
2446,PHO,2021-11-27,113,BRK,41,92,54,13,38,107
2447,CHI,2021-11-24,113,HOU,44,96,61,15,35,118
2448,MIN,2021-11-24,113,MIA,38,93,38,18,55,101
2449,MEM,2021-11-24,113,TOR,42,82,53,9,29,126
2450,ATL,2021-11-22,113,OKC,42,87,53,14,34,101
2451,ORL,2021-11-19,113,BRK,40,89,51,14,38,115
2452,MIA,2021-11-17,113,NOP,42,87,47,15,40,98
2453,TOR,2021-11-15,113,POR,41,89,56,15,33,118
2454,PHI,2021-11-13,113,IND,38,89,66,12,23,118
2455,MIL,2021-11-12,113,BOS,44,98,51,16,47,122
2456,DEN,2021-11-08,113,MIA,42,91,50,12,41,96
2457,ATL,2021-11-08,113,GSW,38,82,39,17,43,127
2458,NYK,2021-11-05,113,MIL,41,96,56,10,40,98
2459,SAC,2021-11-02,113,UTA,42,93,62,12,31,119
2460,PHI,2021-11-01,113,POR,43,83,47,13,36,103
2461,TOR,2021-11-01,113,NYK,43,99,57,14,42,104
2462,CLE,2021-11-01,113,CHO,39,90,62,9,28,110
2463,POR,2021-10-31,113,CHO,43,97,43,17,54,125
2464,SAC,2021-10-29,113,NOP,40,80,53,9,27,109
2465,LAL,2021-10-29,113,CLE,46,84,57,12,27,101
2466,MIN,2021-10-27,113,MIL,43,91,46,13,45,108
2467,ATL,2021-10-21,113,DAL,45,94,59,15,35,87
2468,LAC,2021-10-21,113,GSW,42,96,56,14,40,115
2469,HOU,2023-04-07,112,CHO,42,89,68,7,21,109
2470,DAL,2023-04-07,112,CHI,42,93,38,18,55,115
2471,DEN,2023-04-02,112,GSW,44,100,67,9,33,110
2472,CHI,2023-03-27,112,LAC,44,82,59,9,23,124
2473,POR,2023-03-26,112,OKC,39,82,50,14,32,118
2474,PHI,2023-03-24,112,GSW,38,78,49,8,29,120
2475,WAS,2023-03-21,112,ORL,42,83,51,10,32,122
2476,MEM,2023-03-20,112,DAL,41,89,54,10,35,108
2477,MIA,2023-03-19,112,DET,38,79,40,13,39,100
2478,POR,2023-03-17,112,BOS,38,79,41,14,38,126
2479,NOP,2023-03-17,112,HOU,39,82,54,12,28,114
2480,PHO,2023-03-13,112,GSW,46,95,74,4,21,123
2481,PHI,2023-03-12,112,WAS,41,80,51,11,29,93
2482,NYK,2023-03-12,112,LAL,42,88,51,11,37,108
2483,MEM,2023-03-11,112,DAL,41,86,48,10,38,108
2484,TOR,2023-03-10,112,LAL,46,92,64,10,28,122
2485,LAL,2023-03-07,112,MEM,41,90,62,7,28,103
2486,CHO,2023-03-07,112,NYK,42,85,53,12,32,105
2487,HOU,2023-02-28,112,DEN,48,97,66,9,31,133
2488,MEM,2023-02-25,112,DEN,45,95,51,15,44,94
2489,MIL,2023-02-16,112,CHI,40,88,41,18,47,100
2490,CLE,2023-02-15,112,PHI,41,82,52,10,30,118
2491,DEN,2023-02-13,112,MIA,44,76,48,11,28,108
2492,TOR,2023-02-08,112,SAS,43,88,60,10,28,98
2493,BRK,2023-02-07,112,PHO,38,79,51,9,28,116
2494,MIN,2023-02-07,112,DEN,40,85,50,10,35,146
2495,CHO,2023-02-03,112,DET,40,90,56,9,34,118
2496,LAL,2023-02-02,112,IND,42,92,70,6,22,111
2497,MEM,2023-02-01,112,POR,41,87,50,9,37,122
2498,HOU,2023-02-01,112,OKC,41,94,71,7,23,106
2499,MEM,2023-01-29,112,IND,43,89,52,9,37,100
2500,OKC,2023-01-27,112,CLE,40,76,58,10,18,100
2501,LAC,2023-01-22,112,DAL,35,77,49,12,28,98
2502,PHO,2023-01-22,112,MEM,39,88,53,13,35,110
2503,POR,2023-01-22,112,LAL,37,86,40,17,46,121
2504,PHO,2023-01-21,112,IND,38,91,60,12,31,107
2505,BRK,2023-01-19,112,PHO,43,82,56,11,26,117
2506,LAL,2023-01-15,112,PHI,48,87,67,6,20,113
2507,OKC,2023-01-15,112,BRK,40,90,59,12,31,102
2508,IND,2023-01-14,112,MEM,38,103,56,11,47,130
2509,UTA,2023-01-13,112,ORL,36,83,48,11,35,108
2510,NYK,2023-01-13,112,WAS,41,92,63,8,29,108
2511,MIA,2023-01-10,112,OKC,31,79,46,10,33,111
2512,WAS,2023-01-09,112,NOP,42,82,48,14,34,132
2513,CLE,2023-01-08,112,PHO,45,78,49,11,29,98
2514,ATL,2023-01-08,112,LAC,44,89,63,8,26,108
2515,PHI,2023-01-06,112,CHI,40,92,51,18,41,126
2516,NYK,2023-01-06,112,TOR,39,83,46,16,37,108
2517,BRK,2023-01-04,112,CHI,42,91,54,12,37,121
2518,LAL,2023-01-04,112,MIA,40,81,54,8,27,109
2519,POR,2022-12-30,112,GSW,42,91,52,12,39,118
2520,GSW,2022-12-28,112,UTA,37,87,42,16,45,107
2521,MIA,2022-12-28,112,LAL,44,92,57,11,35,98
2522,NYK,2022-12-25,112,PHI,43,90,58,12,32,119
2523,DAL,2022-12-23,112,HOU,36,80,36,16,44,106
2524,WAS,2022-12-22,112,UTA,46,82,61,7,21,120
2525,BOS,2022-12-21,112,IND,39,101,60,13,41,117
2526,IND,2022-12-16,112,CLE,42,80,44,11,36,118
2527,MIN,2022-12-16,112,OKC,43,87,62,12,25,110
2528,SAS,2022-12-14,112,POR,45,97,68,11,29,128
2529,MIN,2022-12-12,112,POR,46,93,66,10,27,133
2530,BRK,2022-12-12,112,WAS,44,89,62,8,27,100
2531,SAS,2022-12-12,112,CLE,46,97,70,9,27,111
2532,NYK,2022-12-11,112,SAC,40,89,54,8,35,99
2533,IND,2022-12-05,112,GSW,43,90,51,15,39,104
2534,DET,2022-12-04,112,MEM,37,84,49,13,35,122
2535,LAC,2022-11-30,112,UTA,37,93,63,10,30,125
2536,POR,2022-11-29,112,LAC,42,90,55,17,35,118
2537,UTA,2022-11-26,112,PHO,40,79,47,13,32,113
2538,DAL,2022-11-23,112,BOS,44,82,51,11,31,125
2539,BRK,2022-11-23,112,TOR,45,82,44,17,38,98
2540,MIN,2022-11-19,112,PHI,40,85,49,12,36,109
2541,SAS,2022-11-17,112,SAC,46,84,58,11,26,130
2542,TOR,2022-11-16,112,MIA,44,86,60,7,26,104
2543,PHO,2022-11-14,112,MIA,48,99,63,14,36,113
2544,CHO,2022-11-14,112,ORL,42,88,53,7,35,105
2545,UTA,2022-11-12,112,WAS,44,94,54,14,40,121
2546,POR,2022-11-12,112,DAL,36,80,49,13,31,117
2547,DET,2022-11-11,112,NYK,37,80,49,7,31,121
2548,DEN,2022-11-11,112,BOS,42,92,63,12,29,131
2549,CHO,2022-11-10,112,MIA,43,88,49,14,39,117
2550,BRK,2022-11-09,112,NYK,42,87,53,14,34,85
2551,DET,2022-11-09,112,BOS,37,89,56,7,33,128
2552,DET,2022-11-07,112,OKC,39,93,60,9,33,103
2553,CLE,2022-11-04,112,DET,44,81,55,11,26,88
2554,ATL,2022-11-02,112,NYK,44,107,73,12,34,99
2555,NOP,2022-10-30,112,LAC,46,93,57,15,36,91
2556,BOS,2022-10-30,112,WAS,36,79,32,21,47,94
2557,PHI,2022-10-28,112,TOR,43,82,44,16,38,90
2558,DET,2022-10-28,112,ATL,37,86,54,7,32,136
2559,PHO,2022-10-23,112,LAC,43,93,51,15,42,95
2560,MIA,2022-10-22,112,TOR,38,76,46,11,30,109
2561,CHO,2022-10-21,112,NOP,44,97,63,13,34,124
2562,NYK,2022-10-19,112,MEM,44,109,72,9,37,115
2563,LAL,2022-04-07,112,GSW,37,83,51,9,32,128
2564,PHI,2022-04-03,112,CLE,33,80,49,11,31,108
2565,MIL,2022-04-03,112,DAL,42,95,55,15,40,118
2566,CLE,2022-03-30,112,DAL,42,83,58,11,25,120
2567,MEM,2022-03-30,112,SAS,44,91,52,16,39,111
2568,BOS,2022-03-28,112,TOR,39,95,55,12,40,115
2569,MIN,2022-03-27,112,BOS,45,84,52,14,32,134
2570,ATL,2022-03-20,112,NOP,41,87,55,10,32,117
2571,HOU,2022-03-16,112,PHO,42,85,46,16,39,129
2572,SAC,2022-03-14,112,CHI,39,82,57,10,25,103
2573,WAS,2022-03-14,112,GSW,42,82,56,10,26,126
2574,PHO,2022-03-11,112,TOR,44,88,52,11,36,117
2575,ATL,2022-03-11,112,LAC,43,90,59,9,31,106
2576,GSW,2022-03-08,112,LAC,44,92,58,13,34,97
2577,MEM,2022-03-06,112,HOU,44,97,71,5,26,123
2578,CHI,2022-03-04,112,MIL,47,94,68,10,26,118
2579,SAS,2022-03-03,112,SAC,46,93,61,12,32,115
2580,MIA,2022-02-28,112,CHI,40,81,50,12,31,99
2581,CHI,2022-02-24,112,ATL,41,84,57,8,27,108
2582,DET,2022-02-16,112,BOS,43,93,63,16,30,111
2583,POR,2022-02-12,112,NYK,40,84,44,15,40,103
2584,BRK,2022-02-10,112,WAS,39,84,55,10,29,113
2585,MIA,2022-02-10,112,NOP,39,81,49,10,32,97
2586,DAL,2022-02-10,112,LAC,38,78,39,13,39,105
2587,IND,2022-02-08,112,ATL,37,93,62,10,31,133
2588,MIA,2022-02-03,112,SAS,42,83,53,12,30,95
2589,SAC,2022-02-02,112,BRK,41,93,51,14,42,101
2590,MIL,2022-02-01,112,WAS,46,92,54,12,38,98
2591,POR,2022-01-26,112,DAL,42,82,44,14,38,132
2592,MIN,2022-01-18,112,NYK,35,81,40,13,41,110
2593,SAC,2022-01-16,112,HOU,41,91,53,12,38,118
2594,CHI,2022-01-15,112,BOS,44,87,58,12,29,114
2595,DAL,2022-01-14,112,MEM,47,91,59,8,32,85
2596,PHO,2022-01-14,112,IND,40,88,60,11,28,94
2597,WAS,2022-01-12,112,ORL,43,82,51,10,31,106
2598,CHI,2022-01-12,112,BRK,38,81,51,11,30,138
2599,DAL,2021-12-31,112,SAC,42,81,59,9,22,96
2600,WAS,2021-12-28,112,MIA,42,85,43,17,42,119
2601,NOP,2021-12-26,112,OKC,39,94,53,10,41,117
2602,DET,2021-12-23,112,MIA,36,80,40,18,40,115
2603,UTA,2021-12-20,112,CHO,34,96,43,16,53,102
2604,MIL,2021-12-17,112,NOP,45,104,57,14,47,116
2605,SAS,2021-12-12,112,NOP,45,91,66,7,25,97
2606,MIL,2021-12-12,112,NYK,42,88,47,14,41,97
2607,SAS,2021-12-11,112,DEN,41,89,62,10,27,127
2608,MIL,2021-12-06,112,CLE,40,86,54,13,32,104
2609,SAS,2021-12-04,112,GSW,42,88,53,12,35,107
2610,BRK,2021-11-30,112,NYK,41,85,57,8,28,110
2611,DAL,2021-11-23,112,LAC,39,89,50,12,39,104
2612,CLE,2021-11-22,112,BRK,36,93,49,14,44,117
2613,PHO,2021-11-19,112,DAL,44,85,56,14,29,104
2614,MIA,2021-11-18,112,WAS,41,82,56,10,26,97
2615,POR,2021-11-17,112,CHI,37,84,53,11,31,107
2616,NOP,2021-11-13,112,MEM,38,79,50,14,29,101
2617,NOP,2021-11-12,112,BRK,43,88,56,13,32,120
2618,LAC,2021-11-11,112,MIA,43,91,54,11,37,109
2619,MIL,2021-11-10,112,NYK,40,90,40,26,50,100
2620,DET,2021-11-10,112,HOU,42,97,49,16,48,104
2621,SAC,2021-11-03,112,NOP,42,80,50,10,30,99
2622,PHO,2021-11-02,112,NOP,43,82,56,9,26,100
2623,BOS,2021-10-30,112,WAS,44,107,81,2,26,115
2624,NYK,2021-10-26,112,PHI,41,87,50,16,37,99
2625,CLE,2021-10-22,112,CHO,43,84,53,9,31,123
2626,NOP,2021-10-22,112,CHI,42,87,58,15,29,128
2627,BRK,2023-04-02,111,UTA,38,86,54,9,32,110
2628,MIN,2023-03-31,111,LAL,41,95,56,13,39,123
2629,BOS,2023-03-28,111,WAS,45,93,49,11,44,130
2630,PHI,2023-03-27,111,DEN,43,89,59,8,30,116
2631,OKC,2023-03-24,111,LAL,40,92,56,14,36,116
2632,ORL,2023-03-23,111,NYK,40,87,55,13,32,106
2633,PHO,2023-03-22,111,LAL,42,90,59,12,31,122
2634,TOR,2023-03-19,111,MIL,44,99,65,14,34,118
2635,LAL,2023-03-19,111,ORL,36,78,46,13,32,105
2636,DAL,2023-03-17,111,LAL,40,79,45,16,34,110
2637,OKC,2023-03-16,111,TOR,40,94,63,13,31,128
2638,HOU,2023-03-13,111,BOS,40,90,55,11,35,109
2639,HOU,2023-03-11,111,CHI,41,85,51,16,34,119
2640,CHO,2023-03-11,111,UTA,40,98,58,17,40,119
2641,WAS,2023-03-05,111,MIL,46,108,77,8,31,117
2642,POR,2023-03-03,111,ATL,41,87,48,13,39,129
2643,LAL,2023-02-26,111,DAL,42,97,63,6,34,108
2644,GSW,2023-02-23,111,LAL,40,105,56,14,49,124
2645,UTA,2023-02-15,111,MEM,42,91,55,12,36,117
2646,IND,2023-02-08,111,MIA,38,78,45,15,33,116
2647,UTA,2023-02-06,111,DAL,41,87,56,6,31,124
2648,BOS,2023-02-06,111,DET,39,83,46,16,37,99
2649,HOU,2023-02-03,111,TOR,40,80,59,7,21,117
2650,DAL,2023-02-02,111,NOP,37,85,44,14,41,106
2651,IND,2023-02-02,111,LAL,45,93,52,16,41,112
2652,DAL,2023-01-30,111,DET,39,79,45,10,34,105
2653,MIN,2023-01-30,111,SAC,43,92,53,12,39,118
2654,MIN,2023-01-27,111,MEM,44,86,51,13,35,100
2655,CHO,2023-01-26,111,CHI,39,84,52,7,32,96
2656,MIN,2023-01-25,111,NOP,40,82,53,11,29,102
2657,CHI,2023-01-23,111,ATL,44,95,61,11,34,100
2658,IND,2023-01-20,111,DEN,37,84,52,8,32,134
2659,LAL,2023-01-18,111,SAC,43,89,55,11,34,116
2660,MIA,2023-01-14,111,MIL,45,87,65,11,22,95
2661,IND,2023-01-13,111,ATL,40,101,71,7,30,113
2662,OKC,2023-01-10,111,MIA,44,91,56,9,35,112
2663,MIL,2023-01-09,111,NYK,39,89,40,19,49,107
2664,ORL,2023-01-09,111,SAC,41,90,46,14,44,136
2665,DET,2023-01-08,111,PHI,44,87,64,8,23,123
2666,CHO,2023-01-08,111,IND,38,88,55,11,33,116
2667,DAL,2023-01-02,111,HOU,34,81,38,13,43,106
2668,DEN,2023-01-02,111,MIN,42,91,62,11,29,124
2669,NOP,2023-01-02,111,PHI,42,84,55,11,29,120
2670,BOS,2023-01-01,111,DEN,40,87,54,9,33,123
2671,PHI,2022-12-27,111,WAS,39,84,53,6,31,116
2672,SAC,2022-12-23,111,WAS,37,84,52,10,32,125
2673,IND,2022-12-23,111,MIA,40,83,36,21,47,108
2674,DET,2022-12-20,111,UTA,41,81,56,9,25,126
2675,MIA,2022-12-17,111,SAS,42,82,52,11,30,101
2676,MIA,2022-12-15,111,HOU,39,88,41,16,47,108
2677,PHO,2022-12-15,111,LAC,44,95,63,9,32,95
2678,GSW,2022-12-13,111,MIL,38,95,45,20,50,128
2679,HOU,2022-12-13,111,PHO,34,81,46,12,35,97
2680,CLE,2022-12-12,111,SAS,45,92,69,5,23,112
2681,ORL,2022-12-11,111,TOR,36,77,46,14,31,99
2682,MIA,2022-12-10,111,SAS,39,81,47,13,34,115
2683,WAS,2022-12-09,111,IND,41,77,48,10,29,121
2684,LAC,2022-12-07,111,ORL,39,95,54,15,41,116
2685,WAS,2022-12-07,111,CHI,41,84,53,9,31,115
2686,PHO,2022-12-05,111,DAL,40,91,54,13,37,130
2687,UTA,2022-12-03,111,POR,38,84,48,13,36,116
2688,CHI,2022-12-02,111,GSW,43,93,66,9,27,119
2689,SAS,2022-11-30,111,OKC,41,92,55,10,37,119
2690,BRK,2022-11-27,111,POR,41,78,43,15,35,97
2691,NOP,2022-11-25,111,MEM,37,86,55,10,31,132
2692,POR,2022-11-21,111,MIL,44,93,64,8,29,119
2693,GSW,2022-11-18,111,NYK,41,91,41,18,50,101
2694,UTA,2022-11-15,111,NYK,36,83,40,14,43,118
2695,DET,2022-11-14,111,TOR,35,77,46,10,31,115
2696,SAS,2022-11-11,111,MIL,43,85,54,12,31,93
2697,CHI,2022-11-09,111,NOP,44,87,60,7,27,115
2698,CHI,2022-11-07,111,TOR,42,80,52,9,28,97
2699,DAL,2022-11-04,111,TOR,39,77,43,12,34,110
2700,MEM,2022-11-02,111,POR,38,83,55,13,28,106
2701,PHI,2022-11-02,111,WAS,39,84,48,19,36,121
2702,WAS,2022-10-31,111,PHI,38,81,56,10,25,118
2703,DAL,2022-10-29,111,OKC,38,95,55,8,40,117
2704,NOP,2022-10-28,111,PHO,38,86,49,15,37,124
2705,HOU,2022-10-28,111,POR,40,94,56,14,38,125
2706,MIN,2022-10-28,111,LAL,41,99,59,13,40,102
2707,DAL,2022-10-25,111,NOP,41,82,43,12,39,113
2708,LAC,2022-10-22,111,SAC,41,81,59,9,22,109
2709,PHO,2022-10-21,111,POR,43,94,67,10,27,113
2710,BOS,2022-10-21,111,MIA,41,79,46,14,33,104
2711,UTA,2022-04-10,111,POR,37,82,46,9,36,80
2712,MIA,2022-04-10,111,ORL,40,94,44,19,50,125
2713,PHO,2022-04-08,111,UTA,46,92,73,6,19,105
2714,GSW,2022-04-02,111,UTA,40,84,36,20,48,107
2715,POR,2022-04-01,111,SAS,41,92,57,15,35,130
2716,LAL,2022-04-01,111,NOP,39,82,55,11,27,114
2717,SAS,2022-03-30,111,MEM,42,83,48,14,35,112
2718,NYK,2022-03-25,111,MIA,36,82,32,17,50,103
2719,NYK,2022-03-22,111,ATL,42,86,52,13,34,117
2720,PHI,2022-03-18,111,DAL,37,75,37,16,38,101
2721,BRK,2022-03-16,111,DAL,45,91,65,9,26,113
2722,LAC,2022-03-14,111,CLE,43,98,62,12,36,120
2723,UTA,2022-03-14,111,MIL,37,93,45,17,48,117
2724,LAL,2022-03-13,111,PHO,36,81,41,16,40,140
2725,PHO,2022-03-09,111,MIA,45,99,62,11,37,90
2726,NOP,2022-03-08,111,MEM,41,88,54,11,34,132
2727,DAL,2022-03-07,111,UTA,39,88,42,17,46,103
2728,DET,2022-03-04,111,IND,42,94,64,15,30,106
2729,LAL,2022-03-03,111,LAC,41,84,49,12,35,132
2730,HOU,2022-02-25,111,ORL,44,94,47,14,47,119
2731,HOU,2022-02-17,111,LAC,42,91,54,13,37,142
2732,MIA,2022-02-17,111,CHO,41,102,54,14,48,107
2733,BOS,2022-02-16,111,DET,42,77,45,13,32,112
2734,BRK,2022-02-16,111,NYK,43,98,64,11,34,106
2735,ORL,2022-02-14,111,DEN,40,91,52,11,39,121
2736,BRK,2022-02-12,111,MIA,42,93,53,12,40,115
2737,UTA,2022-02-09,111,GSW,41,89,38,17,51,85
2738,LAC,2022-02-03,111,LAL,46,89,59,13,30,110
2739,NOP,2022-02-01,111,DET,39,89,61,8,28,101
2740,BRK,2022-02-01,111,PHO,40,81,41,16,40,121
2741,CHI,2022-01-26,111,TOR,46,84,58,7,26,105
2742,LAC,2022-01-26,111,ORL,36,81,52,15,29,102
2743,CHI,2022-01-24,111,OKC,41,89,50,15,39,110
2744,DET,2022-01-23,111,DEN,42,75,46,11,29,117
2745,UTA,2022-01-21,111,DET,36,79,48,10,31,101
2746,CHO,2022-01-19,111,BOS,42,86,47,16,39,102
2747,UTA,2022-01-19,111,HOU,42,89,51,10,38,116
2748,IND,2022-01-19,111,LAL,44,90,60,11,30,104
2749,PHI,2022-01-14,111,BOS,38,85,44,14,41,99
2750,CLE,2022-01-12,111,UTA,43,81,51,11,30,91
2751,NYK,2022-01-10,111,SAS,40,82,50,13,32,96
2752,PHI,2022-01-10,111,HOU,43,94,59,10,35,91
2753,SAC,2022-01-07,111,DEN,40,92,63,11,29,121
2754,DET,2022-01-05,111,CHO,43,92,50,14,42,140
2755,WAS,2022-01-05,111,HOU,40,91,52,10,39,114
2756,MIL,2022-01-05,111,TOR,38,85,46,17,39,117
2757,ORL,2022-01-02,111,BOS,40,95,68,9,27,116
2758,HOU,2022-01-01,111,DEN,37,85,43,16,42,124
2759,OKC,2021-12-28,111,SAC,35,90,57,11,33,117
2760,BOS,2021-12-22,111,CLE,43,92,62,11,30,101
2761,NOP,2021-12-21,111,POR,42,80,47,12,33,97
2762,MIN,2021-12-19,111,DAL,36,77,43,15,34,105
2763,GSW,2021-12-17,111,BOS,39,90,44,16,46,107
2764,ATL,2021-12-15,111,ORL,42,85,54,11,31,99
2765,PHO,2021-12-14,111,POR,44,93,62,11,31,107
2766,LAC,2021-12-13,111,PHO,43,78,57,9,21,95
2767,POR,2021-12-12,111,MIN,37,81,33,18,48,116
2768,PHO,2021-12-10,111,BOS,43,96,58,14,38,90
2769,DEN,2021-12-09,111,SAS,42,94,55,15,39,123
2770,BOS,2021-12-08,111,LAC,41,86,54,10,32,114
2771,CHI,2021-12-04,111,BRK,41,86,55,10,31,107
2772,CLE,2021-12-01,111,MIA,37,68,37,16,31,85
2773,IND,2021-12-01,111,ATL,44,90,57,10,33,114
2774,MIA,2021-11-29,111,DEN,43,91,47,15,44,120
2775,SAS,2021-11-22,111,PHO,49,93,73,5,20,115
2776,PHI,2021-11-20,111,POR,41,81,53,10,28,118
2777,IND,2021-11-20,111,NOP,42,91,53,14,38,94
2778,BOS,2021-11-20,111,OKC,41,88,49,17,39,105
2779,ORL,2021-11-15,111,ATL,43,95,52,16,43,129
2780,DAL,2021-11-15,111,DEN,45,90,54,14,36,101
2781,MIA,2021-11-13,111,UTA,42,85,52,13,33,105
2782,IND,2021-11-11,111,UTA,43,96,65,11,31,100
2783,HOU,2021-11-04,111,PHO,38,88,56,11,32,123
2784,IND,2021-11-03,111,NYK,42,91,50,16,41,98
2785,WAS,2021-11-01,111,ATL,41,86,47,13,39,118
2786,POR,2021-10-29,111,LAC,41,98,57,19,41,92
2787,ATL,2021-10-28,111,WAS,48,88,67,6,21,122
2788,ORL,2021-10-27,111,CHO,43,88,48,15,40,120
2789,CHI,2021-10-25,111,TOR,39,81,54,12,27,108
2790,CHO,2021-10-24,111,BRK,43,94,64,10,30,95
2791,SAS,2021-10-23,111,MIL,48,99,60,10,39,121
2792,ORL,2023-04-09,110,MIA,38,90,43,17,47,123
2793,GSW,2023-04-02,110,DEN,42,105,63,9,42,112
2794,UTA,2023-04-02,110,BRK,40,91,59,8,32,111
2795,TOR,2023-03-31,110,PHI,42,84,58,8,26,117
2796,CHI,2023-03-29,110,LAL,45,88,55,9,33,121
2797,CHO,2023-03-26,110,DAL,39,88,59,12,29,104
2798,LAC,2023-03-25,110,NOP,39,75,42,15,33,131
2799,DEN,2023-03-18,110,NYK,43,84,51,12,33,116
2800,LAL,2023-03-17,110,DAL,43,84,64,5,20,111
2801,LAL,2023-03-15,110,HOU,34,90,46,11,44,114
2802,DEN,2023-03-14,110,TOR,42,76,51,6,25,125
2803,POR,2023-03-12,110,NOP,43,88,55,10,33,127
2804,OKC,2023-03-11,110,NOP,37,80,52,9,28,96
2805,GSW,2023-03-09,110,MEM,36,82,37,15,45,131
2806,POR,2023-03-06,110,DET,38,78,45,15,33,104
2807,SAS,2023-03-05,110,HOU,43,93,59,11,34,142
2808,SAS,2023-03-04,110,HOU,38,86,49,15,37,122
