,Team,Date,PTS,Opp,FG,FGA,2PA,3P,3PA,Opponent_Points
2809,MIN,2023-03-03,110,LAL,42,89,55,14,34,102
2810,SAS,2023-03-02,110,IND,45,98,66,10,32,99
2811,POR,2023-03-01,110,NOP,36,81,43,11,38,121
2812,BOS,2023-02-25,110,PHI,43,86,50,16,36,107
2813,NOP,2023-02-23,110,TOR,39,84,54,13,30,115
2814,PHI,2023-02-23,110,MEM,34,84,48,13,36,105
2815,SAS,2023-02-15,110,CHO,41,107,69,13,38,120
2816,DAL,2023-02-08,110,LAC,41,78,43,17,35,104
2817,NOP,2023-01-29,110,MIL,41,93,59,13,34,135
2818,SAC,2023-01-28,110,MIN,37,82,49,9,33,117
2819,MIA,2023-01-27,110,ORL,39,85,52,10,33,105
2820,CHI,2023-01-24,110,IND,43,88,64,5,24,116
2821,MEM,2023-01-22,110,PHO,40,92,60,11,32,112
2822,NOP,2023-01-20,110,ORL,41,91,56,10,35,123
2823,LAC,2023-01-17,110,PHI,41,82,48,12,34,120
2824,MIN,2023-01-14,110,CLE,45,80,52,9,28,102
2825,DET,2023-01-13,110,NOP,43,90,60,7,30,116
2826,CHI,2023-01-13,110,OKC,38,85,47,12,38,124
2827,WAS,2023-01-06,110,OKC,38,79,55,7,24,127
2828,MIA,2023-01-02,110,LAC,39,85,49,12,36,100
2829,LAC,2022-12-29,110,BOS,43,89,50,15,39,116
2830,GSW,2022-12-27,110,CHO,41,95,58,8,37,105
2831,ORL,2022-12-27,110,LAL,42,84,56,10,28,129
2832,MIN,2022-12-26,110,MIA,43,79,45,15,34,113
2833,CHI,2022-12-21,110,ATL,43,86,62,7,24,108
2834,HOU,2022-12-21,110,ORL,41,88,45,17,43,116
2835,PHO,2022-12-20,110,WAS,41,89,57,13,32,113
2836,TOR,2022-12-18,110,GSW,40,95,62,13,33,126
2837,POR,2022-12-16,110,DAL,39,89,52,13,37,130
2838,OKC,2022-12-16,110,MIN,41,88,51,11,37,112
2839,MIA,2022-12-14,110,OKC,37,86,30,24,56,108
2840,CLE,2022-12-10,110,OKC,40,85,53,12,32,102
2841,UTA,2022-12-10,110,DEN,39,85,44,15,41,115
2842,LAC,2022-12-08,110,MIA,37,80,44,17,36,115
2843,TOR,2022-12-05,110,BOS,39,85,57,10,28,116
2844,SAC,2022-12-04,110,CHI,40,86,43,13,43,101
2845,DET,2022-11-29,110,NYK,42,83,44,13,39,140
2846,MIA,2022-11-25,110,WAS,42,89,63,7,26,107
2847,CHO,2022-11-25,110,MIN,40,89,64,8,25,108
2848,SAS,2022-11-23,110,NOP,41,85,51,10,34,129
2849,DET,2022-11-22,110,DEN,45,88,60,8,28,108
2850,OKC,2022-11-18,110,MEM,45,96,62,11,34,121
2851,PHI,2022-11-18,110,MIL,40,78,50,13,28,102
2852,CHI,2022-11-16,110,NOP,44,89,57,11,32,124
2853,SAS,2022-11-15,110,POR,44,85,56,9,29,117
2854,BRK,2022-11-12,110,LAC,40,83,48,16,35,95
2855,POR,2022-11-07,110,MIA,38,72,35,16,37,107
2856,UTA,2022-11-06,110,LAC,35,75,35,15,40,102
2857,TOR,2022-11-04,110,DAL,39,88,54,11,34,111
2858,OKC,2022-11-03,110,DEN,45,93,64,6,29,122
2859,MIA,2022-11-02,110,SAC,44,89,55,11,34,107
2860,MIL,2022-10-31,110,DET,38,87,47,11,40,108
2861,DEN,2022-10-30,110,LAL,41,96,56,15,40,121
2862,MIA,2022-10-27,110,GSW,39,88,45,14,43,123
2863,SAC,2022-10-27,110,MEM,40,83,45,12,38,125
2864,LAC,2022-10-27,110,OKC,44,82,54,9,28,118
2865,MIL,2022-10-26,110,BRK,39,88,52,10,36,99
2866,DEN,2022-10-26,110,LAL,42,92,58,9,34,99
2867,DEN,2022-10-24,110,POR,45,91,60,12,31,135
2868,MEM,2022-04-10,110,BOS,39,102,55,15,47,139
2869,BRK,2022-04-06,110,NYK,41,93,52,14,41,98
2870,LAL,2022-04-05,110,PHO,39,86,57,9,29,121
2871,DET,2022-04-01,110,OKC,40,94,46,15,48,101
2872,ORL,2022-03-30,110,WAS,40,96,62,11,34,127
2873,LAL,2022-03-29,110,DAL,40,89,45,12,44,128
2874,BRK,2022-03-27,110,CHO,43,97,63,7,34,119
2875,ORL,2022-03-26,110,SAC,45,106,70,13,36,114
2876,BRK,2022-03-26,110,MIA,39,83,50,11,33,95
2877,GSW,2022-03-25,110,ATL,43,90,49,14,41,121
2878,DAL,2022-03-23,110,HOU,42,86,53,8,33,91
2879,SAC,2022-03-23,110,IND,43,82,45,12,37,109
2880,DAL,2022-03-21,110,MIN,40,83,37,14,46,108
2881,SAS,2022-03-20,110,GSW,38,98,58,15,40,108
2882,BOS,2022-03-16,110,GSW,38,81,41,15,40,88
2883,CHI,2022-03-16,110,UTA,43,91,57,12,34,125
2884,PHI,2022-03-14,110,DEN,36,84,51,12,33,114
2885,BRK,2022-03-13,110,NYK,44,89,60,6,29,107
2886,MIN,2022-03-11,110,ORL,41,90,45,15,45,118
2887,ATL,2022-03-07,110,DET,42,93,55,11,38,113
2888,LAL,2022-03-07,110,SAS,43,91,65,8,26,117
2889,OKC,2022-02-28,110,SAC,40,86,51,11,35,131
2890,CHI,2022-02-26,110,MEM,39,93,73,9,20,116
2891,SAC,2022-02-26,110,DEN,38,89,59,9,30,115
2892,SAC,2022-02-24,110,DEN,43,86,57,9,29,128
2893,WAS,2022-02-12,110,SAC,41,88,50,13,38,123
2894,DEN,2022-02-12,110,TOR,39,84,47,14,37,109
2895,NOP,2022-02-08,110,HOU,42,80,48,8,32,97
2896,GSW,2022-02-07,110,OKC,41,82,39,15,43,98
2897,LAL,2022-02-03,110,LAC,41,88,59,11,29,111
2898,TOR,2022-02-01,110,MIA,39,81,55,12,26,106
2899,SAS,2022-01-30,110,PHO,45,100,63,13,37,115
2900,ORL,2022-01-30,110,DAL,43,84,50,11,34,108
2901,GSW,2022-01-29,110,BRK,40,98,53,14,45,106
2902,OKC,2022-01-28,110,IND,43,95,52,14,43,113
2903,HOU,2022-01-28,110,POR,38,79,38,10,41,125
2904,SAS,2022-01-26,110,MEM,43,94,57,9,37,118
2905,MIA,2022-01-26,110,NYK,37,74,37,16,37,96
2906,DEN,2022-01-25,110,DET,36,84,52,11,32,105
2907,OKC,2022-01-24,110,CHI,38,92,47,16,45,111
2908,NYK,2022-01-23,110,LAC,39,91,55,16,36,102
2909,ATL,2022-01-21,110,MIA,38,68,35,14,33,108
2910,ORL,2022-01-19,110,PHI,40,90,55,18,35,123
2911,NYK,2022-01-18,110,MIN,37,80,42,12,38,112
2912,WAS,2022-01-15,110,POR,39,90,53,12,37,115
2913,NOP,2022-01-04,110,PHO,36,89,56,10,33,123
2914,MEM,2022-01-04,110,CLE,42,90,63,9,27,106
2915,HOU,2021-12-31,110,MIA,41,93,51,14,42,120
2916,PHI,2021-12-30,110,BRK,42,100,68,13,32,102
2917,WAS,2021-12-30,110,CLE,45,90,61,9,29,93
2918,ORL,2021-12-28,110,MIL,38,83,44,12,39,127
2919,UTA,2021-12-27,110,SAS,39,86,55,9,31,104
2920,LAL,2021-12-23,110,SAS,44,94,67,5,27,138
2921,NOP,2021-12-23,110,ORL,37,86,56,13,30,104
2922,LAL,2021-12-19,110,CHI,42,82,48,12,34,115
2923,MIN,2021-12-17,110,LAL,41,98,54,12,44,92
2924,OKC,2021-12-15,110,NOP,39,93,58,13,35,113
2925,PHI,2021-12-08,110,CHO,36,75,41,13,34,106
2926,OKC,2021-12-08,110,TOR,38,84,44,17,40,109
2927,MIN,2021-12-06,110,ATL,39,98,58,17,40,121
2928,WAS,2021-12-06,110,IND,43,81,66,7,15,116
2929,BRK,2021-12-03,110,MIN,36,76,53,6,23,105
2930,OKC,2021-12-01,110,HOU,40,85,53,8,32,114
2931,POR,2021-11-30,110,DET,41,96,54,14,42,92
2932,NYK,2021-11-30,110,BRK,44,91,59,11,32,112
2933,LAL,2021-11-28,110,DET,43,86,54,9,32,106
2934,UTA,2021-11-24,110,OKC,39,86,39,15,47,104
2935,MIN,2021-11-22,110,NOP,40,100,56,10,44,96
2936,ATL,2021-11-17,110,BOS,41,81,44,13,37,99
2937,MIN,2021-11-10,110,GSW,39,95,51,17,44,123
2938,UTA,2021-11-09,110,ATL,41,81,43,15,38,98
2939,POR,2021-11-05,110,IND,40,82,43,17,39,106
2940,CHO,2021-11-05,110,SAC,43,92,57,11,35,140
2941,DAL,2021-11-02,110,MIA,37,84,42,14,42,125
2942,CHO,2021-11-01,110,CLE,42,101,62,15,39,113
2943,DET,2021-10-30,110,ORL,36,89,46,14,43,103
2944,TOR,2021-10-29,110,ORL,43,86,56,9,30,109
2945,PHI,2021-10-28,110,DET,38,76,49,12,27,102
2946,SAC,2021-10-27,110,PHO,42,95,57,15,38,107
2947,DEN,2021-10-26,110,UTA,42,83,55,10,28,122
2948,ORL,2021-10-24,110,NYK,36,88,45,12,43,104
2949,UTA,2021-10-22,110,SAC,37,90,48,16,42,101
2950,DEN,2021-10-20,110,PHO,44,83,44,17,39,98
2951,WAS,2023-04-09,109,HOU,41,97,52,14,45,114
2952,DEN,2023-04-09,109,SAC,42,84,56,7,28,95
2953,CHO,2023-04-07,109,HOU,38,88,47,13,41,112
2954,POR,2023-04-04,109,MEM,42,97,55,14,42,119
2955,HOU,2023-04-02,109,LAL,44,102,68,13,34,134
2956,WAS,2023-04-02,109,NYK,39,79,42,16,37,118
2957,WAS,2023-03-31,109,ORL,41,105,55,17,50,116
2958,NOP,2023-03-28,109,GSW,42,90,63,12,27,120
2959,DAL,2023-03-24,109,CHO,41,84,48,9,36,117
2960,SAC,2023-03-21,109,BOS,39,81,37,17,44,132
2961,BRK,2023-03-21,109,CLE,41,92,59,9,33,115
2962,IND,2023-03-20,109,CHO,37,82,56,9,26,115
2963,CHI,2023-03-20,109,PHI,39,94,61,7,33,105
2964,CLE,2023-03-15,109,PHI,40,85,44,14,41,118
2965,BOS,2023-03-13,109,HOU,39,87,45,12,42,111
2966,ATL,2023-03-04,109,MIA,37,79,49,9,30,117
2967,WAS,2023-03-04,109,TOR,38,75,51,14,24,116
2968,LAL,2023-02-28,109,MEM,38,86,52,13,34,121
2969,NYK,2023-02-27,109,BOS,37,78,47,12,31,94
2970,GSW,2023-02-26,109,MIN,39,91,49,15,42,104
2971,WAS,2023-02-24,109,NYK,39,79,35,19,44,115
2972,CLE,2023-02-23,109,DEN,43,90,64,6,26,115
2973,DAL,2023-02-15,109,DEN,39,84,45,14,39,118
2974,DET,2023-02-15,109,BOS,43,84,55,11,29,127
2975,SAC,2023-02-14,109,PHO,37,83,45,14,38,120
2976,SAS,2023-02-13,109,CLE,43,85,64,8,21,117
2977,MEM,2023-02-12,109,BOS,42,84,50,12,34,119
2978,LAL,2023-02-11,109,GSW,40,89,64,8,25,103
2979,SAS,2023-02-01,109,SAC,48,88,64,8,24,119
2980,PHI,2023-01-30,109,ORL,40,85,55,11,30,119
2981,ORL,2023-01-28,109,CHI,41,83,55,10,28,128
2982,BOS,2023-01-12,109,BRK,41,86,50,12,36,98
2983,ORL,2023-01-10,109,POR,40,78,54,9,24,106
2984,LAL,2023-01-09,109,DEN,41,93,65,8,28,122
2985,DAL,2023-01-08,109,OKC,31,73,34,14,39,120
2986,DET,2023-01-06,109,SAS,44,93,62,11,31,121
2987,MIL,2023-01-06,109,CHO,37,84,36,20,48,138
2988,MIA,2023-01-04,109,LAL,43,95,66,8,29,112
2989,MEM,2022-12-25,109,GSW,39,94,55,9,39,123
2990,MIN,2022-12-23,109,BOS,44,91,59,10,32,121
2991,NYK,2022-12-18,109,IND,39,83,57,8,26,106
2992,MEM,2022-12-17,109,OKC,34,90,45,12,45,115
2993,BOS,2022-12-16,109,ORL,35,84,38,11,46,117
2994,TOR,2022-12-09,109,ORL,36,85,50,10,35,113
2995,HOU,2022-12-08,109,SAS,44,98,69,10,29,118
2996,MIL,2022-12-05,109,ORL,38,85,45,13,40,102
2997,PHI,2022-12-02,109,MEM,40,91,58,14,33,117
2998,DEN,2022-12-02,109,ATL,45,85,53,12,32,117
2999,POR,2022-11-30,109,LAL,42,90,66,8,24,128
3000,MIN,2022-11-30,109,MEM,41,89,50,12,39,101
3001,MIL,2022-11-30,109,NYK,39,90,55,10,35,103
3002,BRK,2022-11-28,109,ORL,44,81,53,9,28,102
3003,MEM,2022-11-22,109,SAC,41,91,61,8,30,113
3004,PHI,2022-11-19,109,MIN,34,71,39,14,32,112
3005,NOP,2022-11-18,109,BOS,43,87,52,13,35,117
3006,BRK,2022-11-17,109,POR,40,79,50,11,29,107
3007,ATL,2022-11-12,109,PHI,40,89,65,6,24,121
3008,HOU,2022-11-09,109,TOR,37,84,49,9,35,116
3009,SAS,2022-11-07,109,DEN,43,82,49,12,33,115
3010,BOS,2022-11-07,109,MEM,38,82,45,12,37,106
3011,LAC,2022-11-02,109,HOU,41,84,51,12,33,101
3012,GSW,2022-11-01,109,MIA,39,84,35,18,49,116
3013,IND,2022-10-31,109,BRK,41,87,48,11,39,116
3014,ATL,2022-10-31,109,TOR,39,84,55,11,29,139
3015,HOU,2022-10-30,109,PHO,38,87,53,11,34,124
3016,CHI,2022-10-29,109,PHI,36,80,49,11,31,114
3017,PHI,2022-10-26,109,TOR,40,79,43,16,36,119
3018,UTA,2022-10-26,109,HOU,38,90,45,13,45,101
3019,IND,2022-10-26,109,CHI,37,86,46,16,40,124
3020,ATL,2022-10-23,109,CHO,39,95,60,8,35,126
3021,SAC,2022-10-22,109,LAC,40,85,50,14,35,111
3022,TOR,2022-10-22,109,MIA,37,87,48,14,39,112
3023,BRK,2022-10-21,109,TOR,38,80,45,13,35,105
3024,ORL,2022-10-19,109,DET,42,86,56,11,30,113
3025,LAL,2022-10-18,109,GSW,40,94,54,10,40,123
3026,PHO,2022-04-10,109,SAC,42,103,56,14,47,116
3027,ATL,2022-04-08,109,MIA,42,88,54,8,34,113
3028,MEM,2022-04-07,109,DEN,42,89,61,11,28,122
3029,PHO,2022-04-06,109,LAC,42,108,60,17,48,113
3030,SAC,2022-04-05,109,NOP,39,76,46,11,30,123
3031,TOR,2022-04-03,109,MIA,35,83,44,12,39,114
3032,GSW,2022-04-03,109,SAC,41,79,45,16,34,90
3033,CHI,2022-04-02,109,MIA,37,86,52,9,34,127
3034,LAL,2022-03-31,109,UTA,41,83,58,7,25,122
3035,NYK,2022-03-28,109,CHI,38,89,54,12,35,104
3036,CHO,2022-03-28,109,DEN,44,93,51,13,42,113
3037,CHI,2022-03-24,109,NOP,40,78,44,14,34,126
3038,IND,2022-03-23,109,SAC,42,91,55,14,36,110
3039,DET,2022-03-19,109,CLE,41,85,55,13,30,113
3040,WAS,2022-03-16,109,DEN,41,87,64,5,23,127
3041,MIL,2022-03-12,109,GSW,38,92,48,17,44,122
3042,WAS,2022-03-11,109,LAL,39,85,58,9,27,122
3043,WAS,2022-03-09,109,LAC,41,87,60,10,27,115
3044,DAL,2022-03-01,109,LAL,41,82,47,10,35,104
3045,TOR,2022-03-01,109,BRK,41,90,67,7,23,108
3046,NYK,2022-02-27,109,PHI,38,85,52,11,33,125
3047,DAL,2022-02-25,109,UTA,42,88,49,17,39,114
3048,ORL,2022-02-16,109,ATL,42,98,57,13,41,130
3049,NOP,2022-02-15,109,MEM,44,88,62,4,26,121
3050,SAS,2022-02-14,109,CHI,44,92,72,6,20,120
3051,BRK,2022-02-14,109,SAC,43,84,58,9,26,85
3052,TOR,2022-02-12,109,DEN,43,88,54,12,34,110
3053,CHO,2022-02-09,109,CHI,40,93,50,13,43,121
3054,LAC,2022-02-08,109,MEM,40,89,58,11,31,135
3055,PHI,2022-02-08,109,PHO,41,89,57,10,32,114
3056,UTA,2022-01-28,109,MEM,37,85,39,17,46,119
3057,MIN,2022-01-25,109,POR,36,82,39,14,43,107
3058,UTA,2022-01-24,109,PHO,40,81,50,14,31,115
3059,SAS,2022-01-23,109,PHI,42,89,59,10,30,115
3060,POR,2022-01-21,109,BOS,36,76,43,16,33,105
3061,TOR,2022-01-21,109,WAS,42,90,60,11,30,105
3062,PHO,2022-01-20,109,DAL,39,86,50,8,36,101
3063,PHI,2022-01-15,109,MIA,40,79,47,13,32,98
3064,CHO,2022-01-14,109,ORL,40,97,55,12,42,116
3065,SAS,2022-01-14,109,CLE,42,92,58,15,34,114
3066,BRK,2022-01-13,109,OKC,41,98,66,7,32,130
3067,CHO,2022-01-12,109,PHI,46,89,55,10,34,98
3068,CLE,2022-01-10,109,SAC,43,87,53,10,34,108
3069,BRK,2022-01-07,109,MIL,42,92,65,6,27,121
3070,POR,2022-01-05,109,MIA,33,78,40,15,38,115
3071,DEN,2022-01-05,109,UTA,42,88,52,11,36,115
3072,TOR,2021-12-28,109,PHI,38,87,46,15,41,114
3073,DET,2021-12-26,109,SAS,38,98,66,8,32,144
3074,WAS,2021-12-18,109,UTA,42,94,63,9,31,103
3075,NOP,2021-12-10,109,DET,41,95,58,13,37,93
3076,TOR,2021-12-08,109,OKC,42,93,52,15,41,110
3077,SAS,2021-12-07,109,NYK,41,92,61,12,31,121
3078,CHI,2021-12-06,109,DEN,41,91,56,13,35,97
3079,UTA,2021-12-05,109,CLE,40,90,42,20,48,108
3080,BOS,2021-11-28,109,TOR,34,82,48,12,34,97
3081,DEN,2021-11-26,109,MIL,40,92,45,17,47,120
3082,IND,2021-11-22,109,CHI,40,90,59,13,31,77
3083,CHO,2021-11-22,109,WAS,40,91,60,15,31,103
3084,CHI,2021-11-21,109,NYK,37,88,59,11,29,103
3085,MIL,2021-11-17,109,LAL,40,87,50,12,37,102
3086,BRK,2021-11-17,109,CLE,38,83,51,12,32,99
3087,SAS,2021-11-12,109,DAL,41,84,54,13,30,123
3088,MIA,2021-11-11,109,LAC,43,97,56,9,41,112
3089,PHI,2021-11-11,109,TOR,40,88,54,11,34,115
3090,POR,2021-11-10,109,PHO,44,91,61,7,30,119
3091,PHI,2021-11-09,109,MIL,42,103,60,14,43,118
3092,POR,2021-11-09,109,LAC,43,91,54,14,37,117
3093,PHO,2021-11-08,109,SAC,44,93,63,12,30,104
3094,NYK,2021-11-07,109,CLE,39,85,54,9,31,126
3095,PHI,2021-11-04,109,DET,41,83,51,12,32,98
3096,DAL,2021-11-03,109,SAS,40,93,59,8,34,108
3097,TOR,2021-11-03,109,WAS,41,88,63,10,25,100
3098,NOP,2021-10-29,109,SAC,42,98,64,9,34,113
3099,ORL,2021-10-29,109,TOR,41,87,53,16,34,110
3100,IND,2021-10-25,109,MIL,40,90,54,14,36,119
3101,PHI,2021-10-22,109,BRK,43,91,55,14,36,114
3102,NOP,2023-04-09,108,MIN,40,90,69,3,21,113
3103,MIA,2023-04-07,108,WAS,43,98,51,15,47,114
3104,DET,2023-04-05,108,BRK,41,84,56,13,28,123
3105,CHO,2023-04-02,108,TOR,42,85,54,15,31,128
3106,MEM,2023-03-31,108,LAC,43,96,63,9,33,94
3107,DAL,2023-03-29,108,PHI,38,83,37,18,46,116
3108,ORL,2023-03-28,108,MEM,41,100,51,14,49,113
3109,CLE,2023-03-26,108,HOU,39,83,53,9,30,91
3110,LAL,2023-03-26,108,CHI,38,75,39,13,36,118
3111,HOU,2023-03-20,108,GSW,39,93,57,10,36,121
3112,DAL,2023-03-20,108,MEM,39,84,48,11,36,112
3113,DEN,2023-03-19,108,BRK,42,80,57,12,23,102
3114,LAC,2023-03-18,108,ORL,42,90,68,6,22,113
3115,NOP,2023-03-14,108,LAL,42,98,55,11,43,123
3116,CHO,2023-03-12,108,CLE,41,80,59,10,21,114
3117,LAL,2023-03-12,108,NYK,43,89,53,12,36,112
3118,DAL,2023-03-11,108,MEM,39,85,42,15,43,112
3119,LAC,2023-03-08,108,TOR,39,71,51,6,20,100
3120,NOP,2023-03-06,108,SAC,43,80,51,11,29,123
3121,GSW,2023-03-03,108,NOP,40,78,47,10,31,99
3122,TOR,2023-03-02,108,WAS,41,92,59,9,33,119
3123,MIN,2023-02-28,108,LAC,43,90,64,9,26,101
3124,DAL,2023-02-26,108,LAL,39,93,44,20,49,111
3125,ORL,2023-02-25,108,IND,35,90,61,6,29,121
3126,CHO,2023-02-25,108,MIA,38,88,57,10,31,103
3127,ORL,2023-02-23,108,DET,39,95,64,12,31,106
3128,MIA,2023-02-13,108,DEN,39,89,54,12,35,112
3129,NYK,2023-02-10,108,PHI,43,81,49,11,32,119
3130,POR,2023-02-06,108,MIL,37,91,55,9,36,127
3131,NYK,2023-02-05,108,PHI,34,79,43,12,36,97
3132,ATL,2023-02-04,108,DEN,44,91,71,6,20,128
3133,UTA,2023-02-03,108,ATL,41,91,47,13,44,115
3134,LAC,2023-01-31,108,CHI,37,93,49,12,44,103
3135,UTA,2023-01-28,108,DAL,39,82,46,13,36,100
3136,WAS,2023-01-25,108,HOU,39,98,60,12,38,103
3137,DET,2023-01-19,108,CHI,39,97,63,8,34,126
3138,ORL,2023-01-13,108,UTA,42,96,60,14,36,112
3139,WAS,2023-01-13,108,NYK,36,93,51,13,42,112
3140,MIA,2023-01-12,108,MIL,42,95,61,9,34,102
3141,LAC,2023-01-08,108,ATL,37,95,65,10,30,112
3142,CLE,2023-01-06,108,DEN,40,88,62,10,26,121
3143,BRK,2023-01-06,108,NOP,37,85,52,15,33,102
3144,TOR,2023-01-06,108,NYK,35,83,54,10,29,112
3145,IND,2023-01-06,108,POR,38,84,59,7,25,99
3146,HOU,2023-01-04,108,NOP,39,88,50,12,38,119
3147,SAC,2023-01-01,108,MEM,39,96,53,15,43,118
3148,NYK,2022-12-31,108,HOU,35,90,39,15,51,88
3149,BRK,2022-12-28,108,ATL,42,83,57,10,26,107
3150,MEM,2022-12-27,108,PHO,36,91,61,8,30,125
3151,MIA,2022-12-23,108,IND,41,95,62,13,33,111
3152,ATL,2022-12-21,108,CHI,39,91,54,14,37,110
3153,DEN,2022-12-16,108,LAL,39,81,54,9,27,126
3154,HOU,2022-12-15,108,MIA,44,94,61,9,33,111
3155,OKC,2022-12-14,108,MIA,41,82,58,9,24,110
3156,UTA,2022-12-09,108,MIN,39,90,46,13,44,118
3157,ORL,2022-12-03,108,TOR,38,78,50,11,28,121
3158,TOR,2022-11-30,108,NOP,42,88,50,11,38,126
3159,ORL,2022-11-30,108,ATL,39,79,52,8,27,125
3160,MIN,2022-11-25,108,CHO,41,96,55,9,41,110
3161,PHO,2022-11-25,108,DET,42,87,58,7,29,102
3162,DEN,2022-11-22,108,DET,43,86,67,5,19,110
3163,ORL,2022-11-18,108,CHI,38,77,49,12,28,107
3164,ORL,2022-11-16,108,MIN,42,93,58,9,35,126
3165,DET,2022-11-12,108,BOS,37,89,51,16,38,117
3166,WAS,2022-11-07,108,CHO,42,80,61,5,19,100
3167,MIL,2022-11-05,108,OKC,38,90,43,17,47,94
3168,POR,2022-11-04,108,PHO,43,85,62,10,23,106
3169,CHI,2022-11-01,108,BRK,39,89,59,12,30,99
3170,ORL,2022-11-01,108,OKC,39,87,58,10,29,116
3171,CHO,2022-10-31,108,SAC,43,84,55,14,29,115
3172,DET,2022-10-31,108,MIL,41,92,63,8,29,110
3173,NYK,2022-10-30,108,CLE,45,92,65,10,27,121
3174,NYK,2022-10-28,108,MIL,37,93,58,12,35,119
3175,OKC,2022-10-25,108,LAC,42,110,80,4,30,94
3176,UTA,2022-10-24,108,HOU,44,93,61,11,32,114
3177,ATL,2022-10-21,108,ORL,40,89,58,13,31,98
3178,BRK,2022-10-19,108,NOP,40,89,56,10,33,130
3179,SAC,2022-10-19,108,POR,39,85,41,17,44,115
3180,OKC,2022-10-19,108,MIN,38,99,54,14,45,115
3181,MIA,2022-10-19,108,CHI,37,80,52,12,28,116
3182,TOR,2022-10-19,108,CLE,36,86,56,13,30,105
3183,WAS,2022-04-10,108,CHO,42,94,71,8,23,124
3184,ATL,2022-04-05,108,TOR,43,94,57,14,37,118
3185,CLE,2022-04-03,108,PHI,35,78,45,15,33,112
3186,LAL,2022-03-27,108,NOP,42,80,45,14,35,116
3187,MIN,2022-03-21,108,DAL,36,91,55,13,36,110
3188,GSW,2022-03-20,108,SAS,41,90,57,11,33,110
3189,UTA,2022-03-20,108,NYK,34,74,28,17,46,93
3190,DAL,2022-03-19,108,CHO,39,89,51,14,38,129
3191,OKC,2022-03-18,108,MIA,40,84,50,10,34,120
3192,ORL,2022-03-15,108,BRK,36,95,54,15,41,150
3193,SAS,2022-03-12,108,IND,42,102,68,11,34,119
3194,DET,2022-03-09,108,CHI,42,82,51,11,31,114
3195,ORL,2022-03-09,108,NOP,36,76,39,14,37,102
3196,DET,2022-03-03,108,TOR,38,84,47,11,37,106
3197,NYK,2022-03-02,108,PHI,39,91,63,8,28,123
3198,BRK,2022-03-01,108,TOR,42,84,59,10,25,109
3199,ATL,2022-02-24,108,CHI,41,97,69,8,28,112
3200,WAS,2022-02-16,108,IND,39,91,54,17,37,113
3201,BOS,2022-02-11,108,DEN,38,96,59,10,37,102
3202,CHI,2022-02-06,108,PHI,39,81,55,7,26,119
3203,POR,2022-02-05,108,MIL,41,85,40,14,45,137
3204,NYK,2022-02-02,108,MEM,38,88,52,12,36,120
3205,UTA,2022-02-02,108,DEN,42,86,57,7,29,104
3206,HOU,2022-01-31,108,GSW,36,84,41,16,43,122
3207,DAL,2022-01-30,108,ORL,39,81,43,16,38,110
3208,NYK,2022-01-28,108,MIL,39,84,44,14,40,123
3209,ATL,2022-01-28,108,BOS,41,89,58,12,31,92
3210,MIA,2022-01-21,108,ATL,41,85,45,15,40,110
3211,DET,2022-01-16,108,PHO,38,82,57,9,25,135
3212,ATL,2022-01-15,108,NYK,40,80,36,16,44,117
3213,DAL,2022-01-15,108,ORL,32,78,44,12,34,92
3214,MIN,2022-01-13,108,MEM,41,96,48,15,48,116
3215,POR,2022-01-13,108,DEN,39,86,46,13,40,140
3216,NYK,2022-01-12,108,DAL,42,90,63,12,27,85
3217,GSW,2022-01-11,108,MEM,35,82,46,13,36,116
3218,SAC,2022-01-10,108,CLE,39,91,61,14,30,109
3219,BRK,2022-01-10,108,POR,42,91,59,12,32,114
3220,LAC,2022-01-08,108,MEM,39,96,64,10,32,123
3221,UTA,2022-01-07,108,TOR,39,81,43,17,38,122
3222,NYK,2022-01-06,108,BOS,40,90,54,18,36,105
3223,ATL,2022-01-05,108,SAC,39,86,56,8,30,102
3224,MIA,2022-01-03,108,GSW,37,90,48,17,42,115
3225,CLE,2022-01-02,108,IND,41,88,62,6,26,104
3226,LAL,2022-01-02,108,MIN,36,75,34,13,41,103
3227,PHO,2021-12-31,108,BOS,41,100,65,11,35,123
3228,CHI,2021-12-31,108,IND,35,86,59,12,27,106
3229,LAC,2021-12-31,108,TOR,38,78,44,15,34,116
3230,MIN,2021-12-31,108,UTA,40,93,52,14,41,120
3231,IND,2021-12-29,108,CHO,36,86,41,17,45,116
3232,NOP,2021-12-28,108,CLE,36,80,44,16,36,104
3233,MIN,2021-12-27,108,BOS,40,90,56,14,34,103
3234,LAC,2021-12-27,108,BRK,37,97,60,14,37,124
3235,OKC,2021-12-22,108,DEN,42,94,60,8,34,94
3236,PHO,2021-12-21,108,LAL,41,93,52,12,41,90
3237,PHI,2021-12-20,108,BOS,36,72,47,10,25,103
3238,MEM,2021-12-09,108,LAL,41,94,52,14,42,95
3239,PHO,2021-12-06,108,SAS,43,94,65,10,29,104
3240,CLE,2021-12-05,108,UTA,42,91,53,14,38,109
3241,NOP,2021-12-05,108,HOU,40,94,56,10,38,118
3242,ORL,2021-12-01,108,DEN,44,81,54,6,27,103
3243,BOS,2021-11-22,108,HOU,39,92,57,12,35,90
3244,ORL,2021-11-20,108,MIL,39,98,47,19,51,117
3245,TOR,2021-11-19,108,SAC,38,84,53,12,31,89
3246,LAL,2021-11-19,108,BOS,39,84,54,12,30,130
